Year	Init	AfterDeath	AfterBirth	MHC		
459	1157	1075	1157	980	
460	1157	1075	1157	986	
461	1157	1075	1157	988	
462	1157	1075	1157	990	
463	1157	1075	1157	989	
464	1157	1075	1157	995	
465	1157	1075	1157	994	
466	1157	1075	1157	992	
467	1157	1075	1157	988	
468	1157	1075	1157	985	
469	1157	1075	1157	986	
470	1157	1075	1157	992	
471	1157	1075	1157	990	
472	1157	1075	1157	983	
473	1157	1075	1157	985	
474	1157	1075	1157	979	
475	1157	1075	1157	979	
476	1157	1075	1157	980	
477	1157	1075	1157	978	
478	1157	1075	1157	979	
479	1157	1075	1157	978	
480	1157	1075	1157	981	
481	1157	1075	1157	983	
482	1157	1075	1157	986	
483	1157	1075	1157	980	
484	1157	1075	1157	984	
485	1157	1075	1157	988	
486	1157	1075	1157	985	
487	1157	1075	1157	987	
488	1157	1075	1157	986	
489	1157	1075	1157	988	
490	1157	1075	1157	991	
491	1157	1075	1157	985	
492	1157	1075	1157	989	
493	1157	1075	1157	989	
494	1157	1075	1157	992	
495	1157	1075	1157	989	
496	1157	1075	1157	993	
497	1157	1075	1157	990	
498	1157	1075	1157	988	
499	1157	1075	1157	987	
500	1157	1075	1157	986	
501	1157	1075	1157	989	
502	1157	1075	1157	987	
503	1157	1075	1157	984	
504	1157	1075	1157	987	
505	1157	1075	1157	987	
506	1157	1075	1157	988	
507	1157	1075	1157	986	
508	1157	1075	1157	984	
509	1157	1075	1157	978	
510	1157	1075	1157	978	
511	1157	1075	1157	983	
512	1157	1075	1157	984	
513	1157	1075	1157	987	
514	1157	
